3.160459399223327637e-01 -4.717051684856414795e-01 5.835101008415222168e-01 4.579252898693084717e-01 1.681823134422302246e-01 -2.870672941207885742e-01 4.013212025165557861e-02 -7.445904612541198730e-02 1.942284256219863892e-01 1.502767503261566162e-01 3.554420173168182373e-01 5.864587426185607910e-02 3.460533618927001953e-01 1.695302426815032959e-01 3.913485407829284668e-01 1.487192511558532715e-01 -1.260480731725692749e-01 2.606678605079650879e-01 -1.766046695411205292e-02 -3.032923676073551178e-03
-4.305156469345092773e-01 3.759082257747650146e-01 3.348367512226104736e-01 6.427490711212158203e-02 1.320180743932723999e-01 -3.475840389728546143e-01 1.231098473072052002e-01 -3.420662283897399902e-01 3.140319883823394775e-01 -2.353450357913970947e-01 2.146187871694564819e-01 -3.857219219207763672e-01 2.299128472805023193e-01 -1.400581300258636475e-01 -1.054008081555366516e-01 -2.672910988330841064e-01 2.951702177524566650e-01 5.800080019980669022e-03 -1.481062173843383789e-01 -7.192014157772064209e-02
5.351283028721809387e-02 1.017119660973548889e-01 -2.354357540607452393e-01 5.218824148178100586e-01 -2.627888023853302002e-01 2.461642026901245117e-01 -1.989025808870792389e-02 -2.410611510276794434e-01 2.296298444271087646e-01 3.277784585952758789e-01 1.388505399227142334e-01 2.171754240989685059e-01 -3.741803169250488281e-01 -3.163046836853027344e-01 -4.927213862538337708e-02 9.215092658996582031e-02 -3.600289523601531982e-01 4.290044307708740234e-01 2.448565661907196045e-01 1.566775143146514893e-01
1.557569503784179688e-01 -8.630632609128952026e-02 -2.098649442195892334e-01 1.977763026952743530e-01 -2.661541700363159180e-01 -1.558905988931655884e-01 -2.045487910509109497e-01 -5.733364820480346680e-02 3.006929457187652588e-01 -1.557733714580535889e-01 -1.897428929805755615e-01 -1.752822697162628174e-01 3.390106558799743652e-01 3.818157315254211426e-01 -1.721610873937606812e-01 -2.281093001365661621e-01 3.452658653259277344e-01 -1.720853000879287720e-01 -6.795545667409896851e-02 -2.114340364933013916e-01
2.804440855979919434e-01 -1.942038685083389282e-01 5.986667275428771973e-01 1.121595799922943115e-01 -1.364914327859878540e-01 -1.650702208280563354e-01 7.989279180765151978e-02 5.717149376869201660e-02 -2.234142273664474487e-01 1.540222167968750000e-01 -3.076469898223876953e-01 3.577163815498352051e-01 -8.247429877519607544e-02 1.326463371515274048e-01 -6.701584160327911377e-02 -9.308624267578125000e-02 6.746197119355201721e-03 3.030878901481628418e-01 1.907402127981185913e-01 3.154131472110748291e-01
1.368438154458999634e-01 1.703220903873443604e-01 1.156305745244026184e-01 -5.119504928588867188e-01 3.144511952996253967e-02 2.343623042106628418e-01 -7.111991047859191895e-01 2.441978454589843750e-01 -8.967049419879913330e-02 -1.899317204952239990e-01 1.742102056741714478e-01 1.237325668334960938e-01 -2.885182797908782959e-01 -3.051079437136650085e-02 7.037351131439208984e-01 -3.146653175354003906e-01 -1.155194342136383057e-01 -1.002383232116699219e-01 -2.635507881641387939e-01 -9.954892098903656006e-02
3.222517967224121094e-01 2.252932190895080566e-01 -8.459419012069702148e-02 3.831946849822998047e-01 1.152236461639404297e-01 1.087993085384368896e-01 3.554292321205139160e-01 2.506337761878967285e-01 2.204364538192749023e-02 -3.242375552654266357e-01 -3.238454759120941162e-01 1.951202154159545898e-01 -1.655784547328948975e-01 1.049149036407470703e-02 -1.170187890529632568e-01 -3.839981555938720703e-01 -7.217079401016235352e-02 2.495235800743103027e-01 1.857637763023376465e-01 9.611210227012634277e-02
1.387043595314025879e-01 1.491346955299377441e-01 -1.180032193660736084e-01 -3.430609703063964844e-01 -3.351550102233886719e-01 1.009735763072967529e-01 -2.574979662895202637e-01 -2.738085687160491943e-01 2.421858310699462891e-01 3.720794916152954102e-01 1.574073433876037598e-01 1.582579016685485840e-01 2.346410751342773438e-01 -2.992787659168243408e-01 2.087885141372680664e-01 -1.709390133619308472e-01 2.583447098731994629e-01 -1.783461868762969971e-01 5.941301584243774414e-02 2.034252882003784180e-01
2.247354984283447266e-01 -1.476880908012390137e-02 3.406223654747009277e-02 1.456229686737060547e-01 3.353382945060729980e-01 -4.860076308250427246e-02 2.794851064682006836e-01 1.390233635902404785e-01 6.251728534698486328e-02 -1.373459547758102417e-01 -5.142632126808166504e-02 -7.623565196990966797e-02 -2.919105589389801025e-01 5.594539642333984375e-02 -1.621028035879135132e-01 -2.022352367639541626e-01 3.141422271728515625e-01 -1.081674396991729736e-01 2.146098613739013672e-01 1.302012801170349121e-01
-3.809748291969299316e-01 -4.683350771665573120e-02 -2.408447563648223877e-01 -2.895570397377014160e-01 -5.473092794418334961e-01 -1.396998614072799683e-01 3.949563503265380859e-01 3.535706400871276855e-01 2.540672719478607178e-01 -7.725480198860168457e-02 7.422298938035964966e-02 -2.647671997547149658e-01 -1.985195130109786987e-01 2.718506157398223877e-01 4.028336703777313232e-01 -3.611200153827667236e-01 2.051614820957183838e-01 4.558255672454833984e-01 4.635984599590301514e-01 1.944214105606079102e-01
