-180.0000     0.0000     0.0198  
-179.0000     0.0748     0.0227  
-178.0000     0.1496     0.0255  
-177.0000     0.2244     0.0284  
-176.0000     0.2992     0.0312  
-175.0000     0.3740     0.0341  
-174.0000     0.4490     0.0464  
-173.0000     0.5240     0.0587  
-172.0000     0.5990     0.0709  
-171.0000     0.6740     0.0832  
-170.0000     0.7490     0.0955  
-169.0000     0.7400     0.1140  
-168.0000     0.7310     0.1325  
-167.0000     0.7220     0.1511  
-166.0000     0.7130     0.1696  
-165.0000     0.7040     0.1881  
-164.0000     0.6950     0.2066  
-163.0000     0.6860     0.2251  
-162.0000     0.6770     0.2437  
-161.0000     0.6680     0.2622  
-160.0000     0.6590     0.2807  
-159.0000     0.6744     0.3029  
-158.0000     0.6898     0.3252  
-157.0000     0.7052     0.3474  
-156.0000     0.7206     0.3697  
-155.0000     0.7360     0.3919  
-154.0000     0.7454     0.4152  
-153.0000     0.7548     0.4386  
-152.0000     0.7642     0.4619  
-151.0000     0.7736     0.4853  
-150.0000     0.7830     0.5086  
-149.0000     0.7870     0.5322  
-148.0000     0.7910     0.5558  
-147.0000     0.7950     0.5795  
-146.0000     0.7990     0.6031  
-145.0000     0.8030     0.6267  
-144.0000     0.8020     0.6499  
-143.0000     0.8010     0.6731  
-142.0000     0.8000     0.6963  
-141.0000     0.7990     0.7195  
-140.0000     0.7980     0.7427  
-139.0000     0.7926     0.7649  
-138.0000     0.7872     0.7871  
-137.0000     0.7818     0.8093  
-136.0000     0.7764     0.8315  
-135.0000     0.7710     0.8537  
-134.0000     0.7616     0.8744  
-133.0000     0.7522     0.8952  
-132.0000     0.7428     0.9159  
-131.0000     0.7334     0.9367  
-130.0000     0.7240     0.9574  
-129.0000     0.7112     0.9763  
-128.0000     0.6984     0.9952  
-127.0000     0.6856     1.0141  
-126.0000     0.6728     1.0330  
-125.0000     0.6600     1.0519  
-124.0000     0.6442     1.0686  
-123.0000     0.6284     1.0853  
-122.0000     0.6126     1.1021  
-121.0000     0.5968     1.1188  
-120.0000     0.5810     1.1355  
-119.0000     0.5630     1.1498  
-118.0000     0.5450     1.1641  
-117.0000     0.5270     1.1784  
-116.0000     0.5090     1.1927  
-115.0000     0.4910     1.2070  
-114.0000     0.4708     1.2187  
-113.0000     0.4506     1.2304  
-112.0000     0.4304     1.2422  
-111.0000     0.4102     1.2539  
-110.0000     0.3900     1.2656  
-109.0000     0.3684     1.2746  
-108.0000     0.3468     1.2835  
-107.0000     0.3252     1.2925  
-106.0000     0.3036     1.3014  
-105.0000     0.2820     1.3104  
-104.0000     0.2594     1.3165  
-103.0000     0.2368     1.3226  
-102.0000     0.2142     1.3288  
-101.0000     0.1916     1.3349  
-100.0000     0.1690     1.3410  
-99.0000     0.1456     1.3442  
-98.0000     0.1222     1.3475  
-97.0000     0.0988     1.3507  
-96.0000     0.0754     1.3540  
-95.0000     0.0520     1.3572  
-94.0000     0.0282     1.3575  
-93.0000     0.0044     1.3578  
-92.0000    -0.0194     1.3581  
-91.0000    -0.0432     1.3584  
-90.0000    -0.0670     1.3587  
-89.0000    -0.0904     1.3561  
-88.0000    -0.1138     1.3535  
-87.0000    -0.1372     1.3508  
-86.0000    -0.1606     1.3482  
-85.0000    -0.1840     1.3456  
-84.0000    -0.2070     1.3401  
-83.0000    -0.2300     1.3346  
-82.0000    -0.2530     1.3291  
-81.0000    -0.2760     1.3236  
-80.0000    -0.2990     1.3181  
-79.0000    -0.3210     1.3098  
-78.0000    -0.3430     1.3015  
-77.0000    -0.3650     1.2931  
-76.0000    -0.3870     1.2848  
-75.0000    -0.4090     1.2765  
-74.0000    -0.4296     1.2654  
-73.0000    -0.4502     1.2544  
-72.0000    -0.4708     1.2433  
-71.0000    -0.4914     1.2323  
-70.0000    -0.5120     1.2212  
-69.0000    -0.5308     1.2076  
-68.0000    -0.5496     1.1940  
-67.0000    -0.5684     1.1804  
-66.0000    -0.5872     1.1668  
-65.0000    -0.6060     1.1532  
-64.0000    -0.6226     1.1372  
-63.0000    -0.6392     1.1212  
-62.0000    -0.6558     1.1051  
-61.0000    -0.6724     1.0891  
-60.0000    -0.6890     1.0731  
-59.0000    -0.7030     1.0549  
-58.0000    -0.7170     1.0367  
-57.0000    -0.7310     1.0186  
-56.0000    -0.7450     1.0004  
-55.0000    -0.7590     0.9822  
-54.0000    -0.7700     0.9622  
-53.0000    -0.7810     0.9421  
-52.0000    -0.7920     0.9221  
-51.0000    -0.8030     0.9020  
-50.0000    -0.8140     0.8820  
-49.0000    -0.8212     0.8604  
-48.0000    -0.8284     0.8389  
-47.0000    -0.8356     0.8173  
-46.0000    -0.8428     0.7958  
-45.0000    -0.8500     0.7742  
-44.0000    -0.8532     0.7516  
-43.0000    -0.8564     0.7289  
-42.0000    -0.8596     0.7063  
-41.0000    -0.8628     0.6836  
-40.0000    -0.8660     0.6610  
-39.0000    -0.8648     0.6378  
-38.0000    -0.8636     0.6146  
-37.0000    -0.8624     0.5915  
-36.0000    -0.8612     0.5683  
-35.0000    -0.8600     0.5451  
-34.0000    -0.8538     0.5220  
-33.0000    -0.8476     0.4989  
-32.0000    -0.8414     0.4757  
-31.0000    -0.8352     0.4526  
-30.0000    -0.8290     0.4295  
-29.0000    -0.8338     0.4050  
-28.0000    -0.8386     0.3805  
-27.0000    -0.8434     0.3561  
-26.0000    -0.8482     0.3316  
-25.0000    -0.8530     0.3071  
-24.0000    -0.8700     0.2814  
-23.0000    -0.8900     0.2556  
-22.0000    -0.9110     0.2297  
-21.0000    -0.9340     0.2040  
-20.0000    -0.9580     0.1785  
-19.0000    -0.9820     0.1534  
-18.0000    -1.0050     0.1288  
-17.0000    -1.0820     0.1037  
-16.0000    -1.1130     0.0786  
-15.0000    -1.1050     0.0535  
-14.0000    -1.0780     0.0283  
-13.0000    -1.0150     0.0151  
-12.0000    -0.9040     0.0134  
-11.0000    -0.8070     0.0121  
-10.0000    -0.7110     0.0111  
 -9.0000    -0.5950     0.0099  
 -8.0000    -0.4780     0.0091  
 -7.0000    -0.3750     0.0086  
 -6.0000    -0.2640     0.0082  
 -5.0000    -0.1510     0.0079  
 -4.0000    -0.0170     0.0072  
 -3.0000     0.0880     0.0064  
 -2.0000     0.2130     0.0054  
 -1.0000     0.3280     0.0052  
  0.0000     0.4420     0.0052  
  1.0000     0.5560     0.0052  
  2.0000     0.6700     0.0053  
