-180.0000     0.0000     0.0407  
-179.0000     0.0446     0.0427  
-178.0000     0.0892     0.0447  
-177.0000     0.1338     0.0467  
-176.0000     0.1784     0.0487  
-175.0000     0.2230     0.0507  
-174.0000     0.2594     0.0617  
-173.0000     0.2958     0.0726  
-172.0000     0.3322     0.0836  
-171.0000     0.3686     0.0945  
-170.0000     0.4050     0.1055  
-169.0000     0.4303     0.1248  
-168.0000     0.4556     0.1440  
-167.0000     0.4809     0.1633  
-166.0000     0.5062     0.1826  
-165.0000     0.5315     0.2019  
-164.0000     0.5568     0.2211  
-163.0000     0.5821     0.2404  
-162.0000     0.6074     0.2597  
-161.0000     0.6327     0.2789  
-160.0000     0.6580     0.2982  
-159.0000     0.6730     0.3210  
-158.0000     0.6880     0.3438  
-157.0000     0.7030     0.3665  
-156.0000     0.7180     0.3893  
-155.0000     0.7330     0.4121  
-154.0000     0.7420     0.4358  
-153.0000     0.7510     0.4596  
-152.0000     0.7600     0.4833  
-151.0000     0.7690     0.5071  
-150.0000     0.7780     0.5308  
-149.0000     0.7814     0.5547  
-148.0000     0.7848     0.5786  
-147.0000     0.7882     0.6025  
-146.0000     0.7916     0.6264  
-145.0000     0.7950     0.6503  
-144.0000     0.7934     0.6737  
-143.0000     0.7918     0.6971  
-142.0000     0.7902     0.7204  
-141.0000     0.7886     0.7438  
-140.0000     0.7870     0.7672  
-139.0000     0.7810     0.7895  
-138.0000     0.7750     0.8117  
-137.0000     0.7690     0.8340  
-136.0000     0.7630     0.8562  
-135.0000     0.7570     0.8785  
-134.0000     0.7472     0.8992  
-133.0000     0.7374     0.9199  
-132.0000     0.7276     0.9405  
-131.0000     0.7178     0.9612  
-130.0000     0.7080     0.9819  
-129.0000     0.6946     1.0006  
-128.0000     0.6812     1.0194  
-127.0000     0.6678     1.0381  
-126.0000     0.6544     1.0569  
-125.0000     0.6410     1.0756  
-124.0000     0.6248     1.0921  
-123.0000     0.6086     1.1086  
-122.0000     0.5924     1.1250  
-121.0000     0.5762     1.1415  
-120.0000     0.5600     1.1580  
-119.0000     0.5414     1.1720  
-118.0000     0.5228     1.1860  
-117.0000     0.5042     1.2000  
-116.0000     0.4856     1.2140  
-115.0000     0.4670     1.2280  
-114.0000     0.4466     1.2393  
-113.0000     0.4262     1.2507  
-112.0000     0.4058     1.2620  
-111.0000     0.3854     1.2734  
-110.0000     0.3650     1.2847  
-109.0000     0.3430     1.2932  
-108.0000     0.3210     1.3018  
-107.0000     0.2990     1.3103  
-106.0000     0.2770     1.3189  
-105.0000     0.2550     1.3274  
-104.0000     0.2318     1.3331  
-103.0000     0.2086     1.3387  
-102.0000     0.1854     1.3444  
-101.0000     0.1622     1.3500  
-100.0000     0.1390     1.3557  
-99.0000     0.1154     1.3584  
-98.0000     0.0918     1.3611  
-97.0000     0.0682     1.3638  
-96.0000     0.0446     1.3665  
-95.0000     0.0210     1.3692  
-94.0000    -0.0028     1.3690  
-93.0000    -0.0266     1.3687  
-92.0000    -0.0504     1.3685  
-91.0000    -0.0742     1.3682  
-90.0000    -0.0980     1.3680  
-89.0000    -0.1216     1.3648  
-88.0000    -0.1452     1.3616  
-87.0000    -0.1688     1.3585  
-86.0000    -0.1924     1.3553  
-85.0000    -0.2160     1.3521  
-84.0000    -0.2390     1.3460  
-83.0000    -0.2620     1.3400  
-82.0000    -0.2850     1.3339  
-81.0000    -0.3080     1.3279  
-80.0000    -0.3310     1.3218  
-79.0000    -0.3530     1.3129  
-78.0000    -0.3750     1.3040  
-77.0000    -0.3970     1.2951  
-76.0000    -0.4190     1.2862  
-75.0000    -0.4410     1.2773  
-74.0000    -0.4616     1.2657  
-73.0000    -0.4822     1.2541  
-72.0000    -0.5028     1.2425  
-71.0000    -0.5234     1.2309  
-70.0000    -0.5440     1.2193  
-69.0000    -0.5628     1.2052  
-68.0000    -0.5816     1.1910  
-67.0000    -0.6004     1.1769  
-66.0000    -0.6192     1.1627  
-65.0000    -0.6380     1.1486  
-64.0000    -0.6544     1.1321  
-63.0000    -0.6708     1.1156  
-62.0000    -0.6872     1.0990  
-61.0000    -0.7036     1.0825  
-60.0000    -0.7200     1.0660  
-59.0000    -0.7336     1.0474  
-58.0000    -0.7472     1.0287  
-57.0000    -0.7608     1.0101  
-56.0000    -0.7744     0.9914  
-55.0000    -0.7880     0.9728  
-54.0000    -0.7984     0.9523  
-53.0000    -0.8088     0.9319  
-52.0000    -0.8192     0.9114  
-51.0000    -0.8296     0.8910  
-50.0000    -0.8400     0.8705  
-49.0000    -0.8470     0.8486  
-48.0000    -0.8540     0.8267  
-47.0000    -0.8610     0.8049  
-46.0000    -0.8680     0.7830  
-45.0000    -0.8750     0.7611  
-44.0000    -0.8778     0.7382  
